Project,#Entrypoints,#Confirmed,#Candidates,#FP,Recall,Precision,Total_Time_Min,#Tokens,#Harness_Errors,#Timeouts
libxml2,66,5,0,16,0.0%,23.8%,106.9,0,27,0
